Video_ID,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,cluster
CO418oACsEk,1.19,0.0,0.0,1.93,0.96,0.0,0.0,0.51,1.33,0.99,0.02,0.75,2.0,0.33,0.0,0.0,0.0,1
CP6ijUixGdk,0.3075,0.4499999999999999,0.0,0.8325,0.0,0.2025,0.03,0.0,0.3275,0.3925,0.25,0.0249999999999999,0.3375,0.0,0.1099999999999999,0.0,0.1675,1
CProayVgLIE,0.865,0.0,0.645,1.21,0.175,0.0,0.075,0.955,0.0,1.135,1.715,0.34,0.0,0.545,0.19,1.785,0.0,1
CQ0T7YZI2BM,0.6924999999999999,0.375,0.0,0.5825,0.4325,0.7525000000000001,0.0925,0.315,0.49,0.315,0.6725,0.6375,0.8075,0.31,0.5425,0.5525,0.08,1
CUhaitHEAZE,0.05,0.0,0.38,0.0,0.43,0.58,1.135,0.48,0.195,1.015,1.035,1.96,1.465,0.625,0.295,0.79,0.23,1
CUlbqob5Njg,1.32,0.0,0.47,0.0,0.62,0.0,0.43,0.79,0.7,1.49,0.78,1.04,0.0,0.53,0.0,0.0,1.69,1
CVh4qFE8YiQ,0.51,0.0,0.12,0.0,1.65,3.21,0.78,1.48,0.29,1.89,1.03,1.52,0.0,0.07,0.71,1.54,0.0,0
CXDbQA56OQU,0.0,0.0,0.6633333333333334,0.15,1.106666666666667,2.033333333333333,0.4166666666666667,1.28,0.4533333333333333,0.3033333333333333,1.0733333333333333,0.0166666666666666,0.2033333333333333,0.35,0.7399999999999999,0.3833333333333333,0.16,1
C__iyWJkjgc,0.0,0.0,0.0,2.12,1.34,1.6,0.0,0.14,0.33,0.0,0.0,0.0,1.26,0.0,3.27,0.0,0.0,1
CdQ1PfaRd7k,0.265,0.0,0.285,1.69,0.655,0.305,0.0,0.535,0.635,0.0,2.8200000000000003,0.865,1.915,0.565,1.475,0.175,0.0,1
Cf3Xnr120c0,2.825,1.195,0.0,0.28,0.31,2.805,0.0,0.86,1.165,2.5,0.27,0.33,0.045,1.03,1.04,2.805,0.665,2
CfCIaFiJPBs,2.51,0.69,1.09,0.66,1.61,1.32,0.0,1.64,1.97,0.73,0.0,0.0,0.42,0.0,2.54,1.11,0.0,0
CoqKIUMLLCY,2.08,2.24,0.0,1.915,0.0,0.0,0.02,0.305,0.45,0.8899999999999999,0.545,0.0,0.215,0.0,0.86,0.69,0.0,2
Ct9V0Tca4go,1.04,0.49,0.31,0.9,0.64,2.47,0.03,0.57,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.12,1
CuLmlHo7Wrk,0.0,0.0,0.11,0.0,1.58,1.3,0.79,0.68,1.7,1.58,0.0,0.79,0.75,0.74,0.0,0.19,0.0,0
CvGutuE0Klg,1.085,1.425,0.215,0.99,0.635,0.52,0.685,1.155,1.0599999999999998,0.6699999999999999,0.085,0.07,0.0,0.04,1.255,0.785,0.25,2
CxVeCZTZQGQ,1.59,0.0,0.18,3.4,0.64,0.0,0.0,1.01,0.76,0.0,0.0,0.0,0.46,0.0,1.69,0.0,0.0,2
D31_n-pcFTo,1.2,0.5266666666666666,0.75,0.4566666666666667,0.0,0.3966666666666666,0.0966666666666666,0.5233333333333333,0.29,0.35,0.91,0.5566666666666666,0.5,0.0066666666666666,0.5066666666666667,1.0233333333333332,1.0166666666666666,1
D6WGeXeVhU4,0.9,0.0475,1.045,0.77,0.2375,0.335,0.1,0.8375,0.5575,0.3849999999999999,0.5575,0.04,0.585,0.37,0.1699999999999999,0.38,0.055,1
DA9_bU3NGbk,1.26,1.29,0.0,0.0,0.35,0.0,0.0,1.01,1.71,1.17,0.0,0.0,0.0,0.0,0.0,0.88,0.62,1
DBpt9uDRdsY,1.08,0.0,0.0,0.325,1.6149999999999998,0.875,0.4549999999999999,1.335,1.735,0.93,0.35,1.05,0.0,0.105,1.405,0.37,0.63,0
DCpP4sxcDXw,0.74,0.28,0.59,0.155,1.765,1.72,0.48,1.425,1.73,1.05,0.13,0.14,0.24,0.07,1.25,0.525,0.0,0
DFWtrZTfyAg,1.37,0.99,0.0,0.0,1.39,2.68,0.12,2.72,2.68,1.29,0.0,0.0,0.41,0.0,2.69,0.36,0.0,0
DFX3IvmoO18,0.3025,0.0441666666666666,0.0516666666666666,0.145,1.1783333333333337,1.3833333333333335,0.3091666666666666,0.8716666666666667,1.5608333333333333,0.9333333333333336,0.0016666666666666,0.0158333333333333,0.2208333333333333,0.06,1.0816666666666668,0.3525,0.1633333333333333,0
DFbN0VZLWKQ,1.204,0.348,1.314,0.678,0.284,0.426,0.268,0.986,0.516,0.7140000000000001,0.65,0.374,0.204,0.192,0.396,0.356,0.422,1
DG-ZLIbE4Xs,0.0,1.03,0.0,2.88,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,1
DHNrVmGb_Us,0.93,0.79,0.0,0.0,1.13,1.72,0.0,1.19,1.92,0.87,0.0,0.2,0.0,0.09,0.4,0.14,0.75,0
DJNNrntBTjQ,1.65,0.78,0.34,1.29,1.86,0.85,0.86,3.49,3.12,1.81,0.0,0.0,0.0,0.46,1.86,0.0,0.18,0
DMbzEAjrQ20,0.3466666666666667,0.3766666666666666,0.2066666666666666,1.2333333333333334,0.0,0.4033333333333333,0.0,0.3533333333333333,0.21,0.16,0.1433333333333333,0.0,0.1366666666666666,0.0,1.6966666666666663,1.35,0.7833333333333333,1
DQynC2Fjyq4,0.81,0.0,0.0,0.09,1.125,1.005,0.6950000000000001,1.4249999999999998,1.565,1.035,0.35,0.28,0.43,0.345,1.16,0.245,0.25,0
DRVaUJy89tQ,1.095,0.305,0.0,0.7949999999999999,0.73,0.435,0.295,0.265,0.73,0.0,0.415,0.575,0.265,0.49,0.04,0.74,0.155,1
DRqRuh1qMXw,0.7200000000000001,0.1333333333333333,0.4533333333333333,0.7766666666666667,0.58,0.41,0.6433333333333334,0.0533333333333333,0.7333333333333334,0.44,0.1766666666666666,0.3533333333333333,0.1233333333333333,0.1399999999999999,0.5333333333333333,0.9033333333333332,0.1733333333333333,1
DTFjxRiXnW0,2.13,0.18,0.515,0.145,0.0,0.0,0.085,0.16,0.625,1.035,0.255,0.045,0.255,0.0,0.0,0.0,0.06,1
DT_R3PqXKi8,1.2300000000000002,0.0633333333333333,0.2333333333333333,0.32,0.7433333333333333,0.52,0.1433333333333333,0.7866666666666667,0.9566666666666668,0.6900000000000001,0.4233333333333333,0.35,0.8466666666666667,0.3766666666666667,0.6166666666666667,0.1366666666666666,0.0,1
DT_R3PqXKi8(1),1.2300000000000002,0.0633333333333333,0.2333333333333333,0.32,0.7433333333333333,0.52,0.1433333333333333,0.7866666666666667,0.9566666666666668,0.6900000000000001,0.4233333333333333,0.35,0.8466666666666667,0.3766666666666667,0.6166666666666667,0.1366666666666666,0.0,1
DTcQGJh0vSQ,1.76,1.55,1.69,0.12,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.68,0.0,2
DYrwSmgq9Xc,0.4679999999999999,0.0,0.144,0.29,0.588,0.7579999999999999,0.2759999999999999,1.386,0.8799999999999999,0.624,0.926,0.612,0.738,0.502,0.624,1.006,0.262,1
DdEar3F-bQ4,0.8,1.3225000000000002,0.0,0.5475,1.1725,0.5325,0.0875,0.62,2.215,0.9925,0.0,0.0,0.38,0.0,2.395,0.495,0.6625,0
DhM-lafHvTs,0.7966666666666667,0.2733333333333334,0.7883333333333332,0.925,0.4466666666666667,1.025,0.345,1.038333333333333,0.5816666666666667,0.445,0.235,0.0783333333333333,0.2116666666666666,0.0966666666666666,1.3,0.8450000000000001,0.2883333333333333,1
DhpouIFVLIU,1.1,0.0,2.3,0.0,1.7,0.93,0.0,1.83,1.87,0.77,0.0,0.13,0.0,0.0,0.39,0.0,2.94,0
DiYTTHUchMc,1.13,0.0,1.05,0.98,0.0,0.0,0.0,0.46,0.0,1.0,0.52,0.69,0.29,0.0,0.0,0.0,0.0,1
DjUfn_34WjY,1.06,0.0,1.11,1.43,0.0,2.9,0.21,0.16,0.0,0.09,0.79,0.0,1.59,0.36,1.57,2.13,0.0,1
DlgVulo8lAA,0.81,1.4,0.51,0.74,1.46,2.16,2.45,1.86,1.34,0.0,0.02,0.26,0.0,1.32,1.95,0.0,0.0,0
DliuTxsLJ1g,2.135,0.94,1.415,1.22,0.015,0.44,0.04,0.235,0.52,0.68,0.565,1.05,0.465,0.295,0.525,0.8150000000000001,0.0,2
Dn014zuYJ8E,0.4666666666666667,0.0,0.7633333333333333,0.77,0.26,0.97,0.4866666666666666,0.0,0.0166666666666666,0.0666666666666666,0.0,0.0,0.0533333333333333,0.0,0.0,0.0,0.1033333333333333,1
Dubn_dfCbFs,0.16,0.016,0.175,0.248,0.437,0.7849999999999999,0.1649999999999999,0.531,0.407,0.038,0.842,0.1679999999999999,0.072,0.189,0.394,0.461,0.039,1
DyLgj2-1T9I,0.695,0.32,0.315,0.065,0.28,1.745,0.47,0.63,0.41,0.3,0.665,0.22,0.0,0.0,0.1,0.0,0.265,1
E-GA_47pT-k,0.115,0.0,0.0,0.01,1.955,3.285,1.135,1.725,2.02,1.835,0.27,0.0,0.81,0.025,0.925,0.39,0.76,0
E0_OqkMMWaU,1.6366666666666667,0.01,0.0,1.2766666666666666,1.28,1.2566666666666666,0.1933333333333333,1.89,0.7133333333333334,0.4633333333333333,0.59,0.0,0.9633333333333334,0.0,1.606666666666667,0.0266666666666666,0.04,0
E2HZCJ013W8,0.97,1.69,0.0,0.6,0.44,1.96,0.19,1.36,2.49,1.53,0.0,0.0,0.15,0.0,3.0,1.21,0.0,0
E2ytEt7JoMM,0.83,0.0,0.0,3.5,0.6,0.0,0.36,1.14,0.04,0.25,1.6,2.49,2.32,0.72,0.0,0.0,0.0,1
E35_9w4SyWk,0.17,0.61,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03,0.19,0.18,0.0,0.0,1
E6iIgJEMXec,0.5,0.04,0.34,0.31,0.08,0.22,0.88,1.78,0.27,0.0,1.22,0.25,0.0,0.0,0.47,0.0,0.0,1
E86GwVOHbwY,0.295,0.355,0.0,1.84,0.01,0.01,0.0,0.025,0.23,0.315,0.845,0.0,0.105,0.045,0.395,0.34,0.0,1
E97HKLhVmgc,0.36,0.0,0.46,0.885,0.27,0.195,0.51,0.53,0.4,0.0,0.0,0.0,0.0,0.375,0.58,1.085,0.0,1
E9DVdojR_DM,0.782,0.202,0.032,0.0,1.7259999999999998,0.808,0.966,1.7100000000000002,2.068,1.422,0.456,0.0819999999999999,0.486,0.21,1.596,0.0,0.1679999999999999,0
E9sRk8dmC1c,1.46,1.835,0.58,0.435,1.34,1.18,0.94,1.47,1.675,0.545,0.44,0.1649999999999999,1.04,0.0,1.86,1.125,1.755,0
ED9vNES6L9o,0.33,0.3216666666666666,0.2266666666666666,0.0766666666666666,0.96,0.7599999999999999,0.5633333333333334,1.0,1.0233333333333332,0.7433333333333333,0.015,0.1666666666666666,0.3666666666666667,0.0,1.2066666666666668,0.5916666666666667,0.1916666666666666,1
EF5hPPSj5ik,1.3133333333333337,1.6066666666666665,0.5066666666666667,1.32,0.0,0.0,0.1266666666666666,0.7633333333333333,0.0166666666666666,0.5466666666666666,0.54,1.4533333333333331,0.45,0.1666666666666666,0.5433333333333333,1.2333333333333334,0.8166666666666668,2
EI5eZb5zYXc,0.0,0.0,0.0,0.0,2.71,0.46,0.37,0.51,3.29,1.63,0.0,0.0,0.51,0.32,0.28,0.26,0.0,0
EIFjXZ4E9Yk,1.625,0.145,0.67,0.47,0.12,0.54,0.545,1.49,0.215,1.535,1.495,2.355,0.0,0.42,0.015,1.125,0.0,1
EMRHwltCQv4,1.005,1.3299999999999998,0.0,1.7775,0.6475,0.68,0.165,1.26,1.41,0.7975000000000001,0.08,0.0975,0.1925,0.065,1.1025,0.91,0.1175,2
EN_T70la6sM,0.5733333333333334,0.2733333333333333,1.0833333333333333,0.5566666666666668,0.22,0.0,0.3066666666666666,0.7866666666666666,0.6133333333333334,0.5166666666666666,0.1566666666666666,0.4766666666666666,0.0,0.0999999999999999,0.5666666666666667,0.1066666666666666,0.1399999999999999,1
EOIeZAeA3b0,1.32,1.29,0.57,1.3250000000000002,0.515,1.2799999999999998,0.395,0.47,0.41,0.4,0.07,0.0,0.45,0.0,0.62,0.055,0.0,1
EQEGUVwxaiI,1.685,0.125,0.505,0.0,0.6950000000000001,1.115,0.44,2.055,2.115,0.905,0.135,1.36,0.07,0.265,0.0,0.0,0.0,0
EQEVdaDUkJs,0.74,0.09,0.0,2.41,0.0,0.0,0.21,0.0,0.0,0.0,0.2,0.0,0.0,0.0,1.09,0.93,0.0,1
ETQScTYYQRU,0.42,0.4675,0.265,0.3249999999999999,0.3075,1.2374999999999998,0.2825,0.2675,0.3675,0.93,0.27,0.3625,0.0,0.4125,0.4575,0.44,0.3375,1
EUFTHTVyrEk,1.27,0.59,0.5,1.49,0.0,0.0,0.35,0.0,0.035,0.0,0.06,0.0,0.0,0.0,0.0,0.865,0.545,1
EUkFRzflw20,1.095,0.095,0.54,0.0,1.205,0.92,0.625,0.94,1.48,1.475,0.055,0.0,0.37,0.275,1.245,0.6699999999999999,0.0,0
EUnaQzzjaas,0.37,0.0,0.0,0.0,2.0,2.09,0.47,1.45,1.93,0.57,0.47,0.0,0.94,0.0,3.06,0.0,0.27,0
EUscV0NKT5A,1.6833333333333336,0.0,0.9033333333333332,1.2666666666666666,0.7200000000000001,0.6366666666666666,0.3233333333333333,0.7600000000000001,0.75,0.9033333333333332,0.65,0.1433333333333333,0.0,0.63,1.28,1.106666666666667,0.0933333333333333,1
EVaPduUL7lQ,0.0625,0.09,0.1425,0.5575,0.72,0.6174999999999999,0.24,1.2525,0.9125,1.0525,0.8775,0.4925,0.1475,0.435,0.595,0.1025,0.48,1
EW_xym12SoY,0.74,1.28,0.0,0.0,2.56,1.92,1.76,2.1,2.9,1.71,0.67,0.0,0.19,0.0,2.76,0.54,0.0,0
EesEuIeDRQg,2.05,0.6,0.0,0.57,0.0,0.69,0.0,0.0,0.11,0.0,0.27,0.0,0.0,0.0,0.0,0.38,0.0,1
EhUq2lQGSLE,0.104,0.086,0.05,0.2299999999999999,0.656,0.718,0.096,0.2,0.852,0.5,0.458,0.912,0.6759999999999999,0.1339999999999999,0.5,0.382,0.0,1
EhjwtOwsfCQ,0.8499999999999999,0.34,0.815,0.6,0.535,0.955,0.6799999999999999,0.66,0.57,0.485,0.18,0.255,0.065,0.0,0.875,0.935,0.0,1
EjIfBv8ZNts,1.77,2.3,0.0,2.77,0.03,2.56,0.0,0.0,0.0,0.61,1.08,2.64,1.5,1.21,0.0,1.4,0.0,2
EmPlp6ddNeU,2.01,3.34,0.0,3.56,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.64,0.0,0.0,0.0,0.0,0.0,2
Es_qxnq5jzg,0.75,0.14,0.0,0.0,0.0,1.11,0.0,0.3,1.41,0.0,0.13,0.0,0.0,0.0,0.74,0.86,0.74,1
Ev5dUwAQz7M,0.6,0.44,0.0,0.98,1.67,1.16,0.18,1.73,2.13,1.9,0.0,0.0,0.81,0.07,2.93,0.0,1.23,0
Ezn90OendIo,1.12,0.8833333333333333,0.7466666666666667,1.606666666666667,0.79,1.643333333333333,0.2833333333333333,0.5166666666666667,0.5433333333333333,0.17,0.49,0.0,0.3466666666666667,0.18,1.9933333333333332,1.3166666666666669,0.33,1
F4A56Fm9eLY,2.38,0.83,0.23,1.51,0.0,0.13,0.0,0.68,0.5,0.0,0.8,0.0,0.0,0.0,0.72,0.11,0.38,2
F59W77FEm8c,0.94,0.0,0.475,1.17,0.045,1.02,0.025,0.885,1.03,0.6,2.595,0.9,2.73,0.0,1.16,0.0,0.33,1
F5yCChwGHzM,0.03,0.0,0.0,1.22,0.645,0.0,0.0,1.29,1.285,2.79,1.82,0.0,0.0,1.29,1.1800000000000002,0.0,0.0,1
F6it4K33C-o,2.06,0.91,0.29,0.03,0.01,0.0,0.0,0.9,0.46,0.0,0.0,0.0,1.05,0.0,0.85,0.0,0.25,1
F8BtVioDCn0,1.8,1.05,0.18,0.0,1.51,0.07,0.0,1.32,2.82,1.2,0.0,0.0,1.0,0.16,2.9,0.0,2.57,0
F9z7b9ei2Lg,0.99,0.0,0.575,0.59,0.655,1.045,0.545,0.6599999999999999,0.645,0.46,0.51,0.095,0.0,0.375,0.495,0.605,0.27,1
FAHL0cT3GjQ,0.045,0.0,0.03,0.0,0.965,0.695,1.05,0.985,0.91,1.035,0.2,0.0,0.865,0.0,0.98,0.715,0.02,0
FBWBu3LOz4k,0.0,0.0,0.0,0.0,1.45,2.35,0.02,2.6,2.62,0.02,0.01,0.0,0.44,0.0,2.38,0.89,0.0,0
FCoXHJNIUgs,1.94,0.37,0.67,2.05,1.61,2.43,0.0,1.35,1.41,1.38,1.86,1.17,1.74,0.71,0.0,0.0,0.07,1
FEIgBk9fJCM,0.94,0.7,0.0,2.57,0.28,0.0,1.32,0.0,0.0,0.0,3.22,2.5,0.0,1.24,0.0,0.0,0.0,1
FG2VZEE1E0Y,0.7925,0.1775,0.2925,0.4075,0.1275,0.605,0.28,0.5599999999999999,0.1425,0.8925000000000001,0.4875,0.215,0.0775,0.0,0.075,0.605,0.125,1
FHWph0x6D2o,0.892,0.164,0.51,0.974,0.666,0.618,0.1139999999999999,0.992,1.108,0.344,0.4479999999999999,0.0,0.0,0.004,0.984,0.494,0.3099999999999999,1
FIRyxLCCAyY,0.87,0.95,1.535,1.76,1.39,1.525,0.765,2.355,1.18,0.725,0.65,0.29,0.215,0.0,2.655,1.3,0.045,0
FKH-4n-D9jc,0.59,0.0633333333333333,0.3666666666666667,0.8733333333333334,0.3833333333333333,1.5666666666666669,0.5,0.4266666666666667,0.6900000000000001,0.2133333333333333,0.0966666666666666,0.4599999999999999,0.3233333333333333,0.1899999999999999,0.9566666666666668,0.68,0.28,1
FKeHVxJdXVg,0.0,1.0,0.0,2.92,0.0,0.0,0.59,0.0,0.0,0.83,0.06,0.0,0.0,0.0,1.24,1.07,0.0,2
FLsTtX7FMJA,0.0,0.45,0.0,1.07,1.0466666666666666,0.8933333333333334,0.0566666666666666,0.0,1.0133333333333334,0.89,1.72,0.4266666666666667,0.8933333333333334,0.3,0.17,0.0,0.1766666666666666,1
FO4wZcWiU_U,0.48,0.425,0.0,2.28,1.5,1.4500000000000002,0.0,1.94,2.255,1.39,0.0,0.0,0.0,0.275,1.785,0.47,0.0,0
FO6mvnRPbZk,0.2866666666666667,0.0,0.0,0.0,0.3866666666666666,1.02,0.6466666666666666,0.36,0.5166666666666666,0.0666666666666666,0.1666666666666666,0.7933333333333333,1.24,0.2233333333333333,0.4433333333333333,0.2233333333333333,0.1133333333333333,1
FOKY8uJWV0k,0.095,0.0,0.24,0.41,0.975,0.44,0.38,0.175,1.12,1.285,0.325,0.03,1.61,0.0,0.12,0.07,0.0,1
FQXl6SFVZs8,0.8400000000000001,0.015,0.385,0.61,2.02,3.655,1.27,1.62,1.705,0.565,1.26,0.0,0.3,0.0,2.3,0.0,0.3,0
FUMnwUjs0BI,2.96,0.0,0.0,0.48,0.0,0.0,0.0,0.4,0.0,1.83,0.78,1.59,1.29,0.0,0.0,1.05,0.0,1
FUNVx1HqOKY,0.98,0.6533333333333333,0.51,0.92,1.0266666666666666,0.9433333333333334,0.47,1.9866666666666664,0.8466666666666667,0.5066666666666667,1.61,0.24,0.1833333333333333,0.1999999999999999,1.68,1.13,0.4666666666666666,1
FUa0_ozJK-A,0.6900000000000001,0.5066666666666667,0.0,1.856666666666667,0.1533333333333333,0.4666666666666666,0.01,0.5166666666666667,0.4533333333333333,0.3233333333333333,0.0566666666666666,0.0,0.1866666666666666,0.0,0.79,0.5033333333333333,0.0,1
FVsmr-tGyUg,2.32,1.51,0.22,0.86,2.76,1.99,0.0,1.89,3.06,0.93,0.0,0.0,0.61,0.0,3.61,1.03,0.0,0
FXnVfuiMQjg,1.3625,0.1225,0.7000000000000001,0.8291666666666666,0.4766666666666666,0.4275,0.1825,0.5983333333333333,0.815,1.1616666666666668,0.3899999999999999,0.3216666666666666,0.3916666666666666,0.1966666666666666,0.5875,0.465,0.1966666666666666,1
F_Qdk9bD-a4,1.145,0.995,0.575,0.465,0.475,1.31,0.66,0.51,0.13,0.925,0.06,0.165,0.855,0.11,1.335,0.695,0.085,1
FddaSoPes6Y,1.68,0.3399999999999999,2.1,0.03,0.31,0.0,0.44,1.195,0.8400000000000001,1.355,0.255,1.005,0.0,0.3,0.0,0.0,0.165,1
FgHt-nEd_e0,0.8300000000000001,0.83,0.0,0.0,1.49,0.355,0.0,1.24,2.68,1.655,0.0,0.3349999999999999,0.63,0.0,0.76,0.51,1.33,0
Fi8gTif6kpE,0.0233333333333333,0.0,0.01,0.77,1.0833333333333333,0.6466666666666666,0.4266666666666667,0.9533333333333336,0.7966666666666665,0.48,0.1833333333333333,0.0,0.0,0.0,0.79,0.0,0.1933333333333333,1
FkBRtBZhNyc,0.4033333333333333,0.0,0.0999999999999999,0.7366666666666667,2.783333333333333,2.77,1.0033333333333332,2.556666666666666,2.526666666666667,1.8133333333333332,0.1766666666666666,0.0433333333333333,0.4433333333333333,0.0866666666666666,1.3133333333333332,0.2733333333333333,0.4233333333333333,0
Fl-SivJGwiU,0.825,0.0,0.0,0.795,0.78,1.49,0.375,0.8899999999999999,1.11,1.7,0.0,0.855,0.0,0.935,0.755,0.0,0.0,1
FlEz4gs_LUA,1.4549999999999998,0.61,1.315,0.0,0.0,0.0,0.07,0.0,0.035,0.72,0.65,0.825,1.035,0.305,0.24,1.04,0.135,1
FlrYASSTeqc,0.83,1.3,0.0,0.89,0.27,0.16,0.02,0.77,0.0,1.45,0.04,0.0,0.88,0.0,3.01,1.97,0.0,2
FmdpQzURvDQ,0.0,0.065,0.335,0.015,1.305,0.855,0.355,0.34,1.705,1.515,0.095,0.015,0.915,0.265,1.045,0.09,0.0,0
Foa5W5bVUEQ,0.4566666666666667,0.0433333333333333,0.0,0.0566666666666666,2.216666666666667,1.7000000000000002,0.4766666666666666,1.3866666666666667,2.18,1.3833333333333335,0.2433333333333333,0.0,0.0,0.02,1.84,0.0633333333333333,0.0833333333333333,0
Fpv06UACKNE,0.565,0.0,1.505,0.0,1.58,0.0,0.53,1.14,1.71,1.06,0.065,0.0,0.42,0.0,2.03,0.0,0.1,0
FqxdJ7XPB7U,2.37,0.29,1.33,0.14,1.82,1.45,0.53,1.99,1.34,0.33,0.0,0.0,0.0,0.0,2.29,1.13,0.0,0
Fr9KGPq93Fw,0.07,0.0,0.0,0.0,0.17,0.0,0.99,0.0,1.46,0.64,0.0,0.64,0.91,0.0,0.08,0.0,0.0,1
FsFKueX-BL0,1.08,0.588,0.6639999999999999,0.03,0.774,0.8719999999999999,0.318,1.864,1.208,1.34,0.288,0.236,0.5279999999999999,0.0,0.6199999999999999,0.65,0.392,0
FsrMdi3MHsI,0.3716666666666666,0.1933333333333333,0.605,0.81,0.0733333333333333,0.4216666666666667,0.1033333333333333,0.3783333333333333,0.4833333333333333,0.3633333333333333,0.44,0.665,0.4783333333333333,0.25,0.3966666666666666,0.0166666666666666,0.17,1
Fvs5JlRVEGE,1.393333333333333,0.2933333333333333,0.7266666666666667,1.13,0.3533333333333333,0.6733333333333333,0.0733333333333333,0.6633333333333333,0.3933333333333333,0.0666666666666666,0.8033333333333333,0.5266666666666667,0.44,0.0566666666666666,0.13,0.4633333333333333,0.0,1
FwtwO6lf2aA,0.24,0.39,0.0,0.0,2.03,2.04,0.27,2.28,2.78,0.54,0.0,0.0,0.0,0.0,2.99,0.71,0.52,0
G--ZscjJsG8,0.6625,0.165,0.2275,1.105,0.0375,0.67,0.0125,0.0,0.26,0.0,0.2175,0.065,0.32,0.0425,0.565,0.655,0.12,1
G8-Jhb9UhWw,0.37,0.1823076923076923,0.1507692307692307,0.2346153846153846,0.9069230769230768,0.5438461538461538,0.6561538461538462,1.2376923076923076,1.1592307692307693,1.073846153846154,0.2353846153846154,0.1630769230769231,0.3907692307692307,0.16,0.6038461538461538,0.2569230769230769,0.0884615384615384,1
G8gvUb0arjw,1.8,2.29,0.0,3.96,0.0,0.0,0.0,1.07,0.33,0.0,0.0,0.58,0.68,0.46,0.0,1.01,0.0,2
G9wo06s2yec,0.6733333333333333,1.1,0.0,0.9533333333333336,0.5633333333333334,1.15,0.4666666666666666,0.4633333333333334,0.8066666666666666,0.4666666666666666,0.1366666666666666,0.0633333333333333,0.8566666666666668,0.1433333333333333,1.5566666666666666,1.5,0.0,1
GA0gK6rmqFQ,1.51,0.15,0.435,0.25,1.45,0.645,0.0,1.185,1.695,1.4500000000000002,0.335,0.06,0.85,0.705,2.3,2.475,0.6,0
GCrIWEB4bcc,1.535,0.385,1.275,2.02,0.26,0.885,0.28,0.5650000000000001,0.385,0.375,0.53,0.275,0.0,0.035,1.865,1.91,0.29,2
GDdvwefLXWY,3.47,5.0,0.0,3.46,1.49,0.25,0.0,2.05,2.28,0.0,1.21,1.8,0.47,0.0,0.96,1.15,0.0,2
GH4gd0X9K_E,0.8300000000000001,0.172,0.016,0.532,0.1359999999999999,0.532,0.346,0.522,0.242,0.97,0.1139999999999999,0.046,0.892,0.112,0.482,0.396,0.016,1
GHOWbGqY2r4,2.45,3.41,0.0,0.01,0.91,1.48,0.0,0.17,2.38,1.3,0.0,0.0,0.0,0.0,3.9,3.01,0.64,2
GIkKsDuI1_8,0.205,0.595,0.0,1.645,0.0,0.31,0.0,0.0,0.105,0.345,0.1149999999999999,0.0,0.0,0.3,0.71,0.0,0.065,1
GJNDPuy7ER8,0.0,0.0,0.0,0.91,0.0,0.0,0.0,1.07,0.0,0.17,0.44,0.0,0.0,0.0,0.0,0.99,0.0,1
GLmdX92Z-GE,2.03,0.63,0.0,0.28,1.07,0.11,0.09,1.23,0.36,0.41,1.05,0.88,2.43,0.0,0.09,0.0,0.0,1
GNlbItng_RE,0.0,0.0,0.0,0.0,1.75,3.49,0.08,2.59,2.58,0.55,0.0,0.0,0.0,0.0,3.96,1.76,0.0,0
GWPh58nY6gY,0.94,0.435,0.58,1.32,1.07,0.865,0.0,1.445,1.7,1.085,0.225,0.0,0.49,0.315,1.24,1.015,0.0,0
GYEAvNO1afo,0.4266666666666667,0.0,0.2266666666666666,0.2666666666666666,0.9633333333333334,1.57,1.2699999999999998,0.6733333333333333,0.65,0.8533333333333334,0.7233333333333333,0.87,0.7166666666666667,0.1033333333333333,1.153333333333333,0.7033333333333333,0.2633333333333333,1
GZT76v0h46A,2.04,2.13,0.33,1.83,0.52,0.81,2.19,2.2,0.36,0.42,1.19,1.75,0.0,0.1,0.52,0.0,0.0,2
G_4kOyEUek8,0.0,0.62,0.0,1.64,0.06,0.95,1.07,0.0,0.0,0.24,0.0,0.14,0.0,0.0,0.36,1.2,0.0,1
G_WEK9DAR9I,0.0,0.0,1.66,0.0,2.26,2.94,1.3,2.53,1.4,1.39,0.18,1.77,0.1,0.87,1.09,1.04,0.0,0
GbSSf9Xa1LY,1.035,0.0,0.355,0.335,1.165,0.245,0.0,1.345,1.7049999999999998,0.97,0.54,1.21,0.265,0.175,1.135,0.54,0.0,1
GjVBD9OYzOo,0.455,0.35,0.27,0.1875,2.015,1.16,0.34,1.8475,2.8875,2.02,0.0,0.175,0.0075,0.2825,2.2475,0.3875,0.045,0
Gl2RpA1xS6M,1.63,0.14,0.18,0.0,2.5,2.92,1.35,1.57,1.85,1.49,0.0,0.0,0.76,0.0,2.45,1.19,0.0,0
