Source,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c
i95Km-H6KZY.csv,1.03,0.0,0.0,1.04,0.47,0.0,0.0,0.03,0.47,0.7,0.08,0.0,0.0,0.0,0.45,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
i95Km-H6KZY.csv,0.0,0.0,2.27,0.46,0.83,2.07,0.29,1.43,0.0,0.77,1.75,0.98,0.0,0.0,1.32,2.59,0.5,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
iAgf9aWOhFM.csv,0.0,0.0,1.52,0.0,0.21,0.09,0.0,0.74,0.27,0.0,0.53,0.0,0.68,0.0,1.2,1.11,0.18,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
IavR6CqZpPQ.csv,0.15,0.5,2.66,0.38,0.42,0.31,0.0,0.04,0.17,0.0,0.3,0.0,0.46,0.0,1.6,0.56,0.02,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
IavR6CqZpPQ.csv,0.0,0.0,0.8,1.02,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.09,0.0,0.33,0.0,0.0,0.01,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
IavR6CqZpPQ.csv,0.17,0.0,1.23,0.56,1.3,1.0,0.0,0.6,0.99,0.5,0.22,0.0,0.0,0.08,0.0,0.62,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
iBcQxpyi1ms.csv,0.75,0.49,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.82,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
iBcQxpyi1ms.csv,0.0,0.0,1.9,0.0,2.65,2.84,3.11,2.91,1.04,2.93,1.12,0.35,0.0,1.27,1.75,0.64,0.19,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
ic00sGYR0as.csv,0.04,0.23,0.0,1.18,0.71,0.41,0.0,1.19,2.19,1.69,0.0,0.0,0.0,0.0,2.28,0.35,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
ico4xVtTMF0.csv,0.0,0.0,0.0,0.24,1.97,2.31,1.22,3.17,0.49,0.0,0.89,3.35,0.13,0.77,0.0,0.0,0.35,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
iCQ7Uc7OpMA.csv,0.18,0.0,0.0,0.0,2.05,1.06,0.0,0.35,2.95,0.0,0.0,0.0,0.07,0.0,1.88,0.0,0.15,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
iCQ7Uc7OpMA.csv,1.68,0.0,1.11,2.42,0.0,1.3,0.22,0.18,0.0,1.77,0.69,0.81,0.0,0.46,0.35,3.21,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0
ID0C8j6PSTg.csv,0.0,0.0,0.5,0.0,1.82,3.75,1.77,1.68,2.28,2.03,0.42,0.0,1.02,0.33,1.2,0.35,1.61,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
ID0C8j6PSTg.csv,0.53,0.36,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.65,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
IDgCTvkPjx8.csv,2.1,0.0,2.14,0.0,1.25,2.38,0.66,2.46,0.94,0.0,0.0,0.0,0.0,0.0,1.72,0.05,2.93,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
IDnLLHw-5nc.csv,0.86,0.0,1.31,0.0,0.47,1.13,0.58,1.58,0.26,0.52,0.0,0.0,1.19,0.0,0.54,0.5,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0
IDnLLHw-5nc.csv,0.0,0.0,0.88,0.64,1.45,1.73,0.72,1.0,1.37,0.92,0.37,0.67,0.15,0.11,0.43,0.0,0.36,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
Idov7fMtaww.csv,0.0,0.0,0.0,0.0,1.07,1.8,0.48,0.61,0.98,0.09,2.17,0.0,0.28,0.0,0.67,0.0,1.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Idov7fMtaww.csv,1.43,0.0,0.0,0.0,1.74,2.97,0.95,0.53,1.14,0.97,0.07,0.48,0.0,0.02,2.5,0.74,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
Ie7sec_jpBA.csv,0.0,0.0,0.0,0.58,1.08,3.08,0.66,0.0,0.08,0.0,1.19,0.68,1.02,0.55,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
Ie7sec_jpBA.csv,0.52,0.0,0.47,4.02,0.49,1.3,0.4,0.66,0.51,0.17,0.0,0.0,0.25,0.0,3.47,2.19,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
IekYcdU3Pl8.csv,1.2,1.63,0.0,0.58,0.0,0.0,0.0,0.0,0.29,0.56,0.93,0.0,0.0,1.52,0.0,0.33,0.03,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
iEoZ5KitYDg.csv,0.86,1.21,0.0,0.22,0.89,0.85,0.25,0.0,1.45,1.61,0.0,0.0,0.87,0.7,0.66,1.44,0.61,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
iEoZ5KitYDg.csv,1.02,1.18,0.0,0.0,0.0,0.0,0.0,0.0,1.66,0.25,0.0,0.0,0.22,0.0,0.12,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
ifbHas8TkG8.csv,0.3,0.0,0.32,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.28,0.0,0.28,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
ifbHas8TkG8.csv,0.09,0.0,0.0,0.15,0.0,0.0,0.0,0.0,1.08,0.32,0.58,0.33,0.32,0.78,0.0,0.0,0.37,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
ifbHas8TkG8.csv,1.2,0.17,0.0,0.0,0.0,0.0,0.0,0.09,0.49,0.0,0.03,0.0,0.0,0.0,0.61,0.39,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
ifbHas8TkG8.csv,1.55,3.13,0.0,0.4,0.71,0.0,0.52,1.37,1.8,1.45,0.05,0.02,0.0,0.0,2.43,1.16,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
IFCqt11SgoE.csv,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.32,0.0,0.24,0.0,0.09,0.01,0.0,0.0,0.25,0.39,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IFCqt11SgoE.csv,1.76,1.75,0.0,2.71,1.81,0.44,0.0,1.3,2.61,0.38,0.0,0.39,0.0,1.21,0.61,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
IFCqt11SgoE.csv,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.69,0.15,0.0,0.59,0.3,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
IFCqt11SgoE.csv,1.92,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
IFCqt11SgoE.csv,1.1,0.0,0.0,0.77,0.13,0.0,0.41,1.51,0.23,0.0,0.03,0.0,0.32,0.0,0.0,0.19,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
IFCqt11SgoE.csv,0.0,0.0,0.0,0.0,0.13,1.58,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.73,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
ifF9nRfJyfM.csv,1.72,2.3,0.0,1.02,0.0,0.0,0.0,0.0,0.62,0.0,0.0,0.3,0.0,0.01,0.45,0.88,0.33,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
ifF9nRfJyfM.csv,1.03,0.0,1.26,0.82,0.0,0.0,0.0,1.07,0.27,0.0,0.0,0.58,0.0,0.0,0.0,0.46,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
ig-D_ojEzAc.csv,0.0,0.0,0.0,0.66,1.81,3.44,0.52,1.53,2.22,1.19,0.23,0.0,0.0,0.0,2.11,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ig-D_ojEzAc.csv,1.79,0.07,0.92,0.0,0.0,0.02,1.24,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.61,0.52,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
ig-D_ojEzAc.csv,1.29,0.0,0.0,0.0,0.91,1.97,0.18,0.97,0.86,0.99,1.33,1.98,1.9,0.81,1.0,1.96,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
IgACpf7PL2s.csv,2.22,0.59,0.0,2.9,0.0,0.0,0.0,0.0,0.33,1.13,0.0,0.0,0.11,0.27,0.0,0.0,0.42,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
IGDtt-MM0Bo.csv,1.27,1.74,0.0,0.8,1.07,0.0,0.0,0.84,1.94,0.89,0.07,0.0,0.43,0.24,0.99,1.33,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
iGJ3TuxAGTM.csv,1.71,0.0,1.15,1.82,0.0,0.0,0.87,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.56,0.16,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
ignMZ_hH4xU.csv,0.48,0.0,0.0,0.96,1.42,1.62,1.0,2.2,0.54,0.84,0.51,0.0,0.0,0.0,1.91,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ignMZ_hH4xU.csv,0.84,0.0,0.0,0.0,1.86,0.77,0.0,1.23,2.56,1.99,0.0,0.0,0.0,0.19,2.04,0.1,0.71,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
ignMZ_hH4xU.csv,0.0,0.0,0.83,1.78,1.5,0.87,0.4,1.32,1.21,1.3,0.0,0.0,0.06,0.0,0.9,0.0,0.13,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ih1t2rUnkco.csv,0.0,0.0,0.0,0.0,1.46,1.05,0.22,1.01,1.16,1.31,0.05,0.0,2.6,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Ih1t2rUnkco.csv,1.05,1.04,0.1,0.0,0.15,0.0,0.54,1.39,1.02,0.0,0.0,0.0,0.0,0.0,1.48,0.96,0.1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
Ih1t2rUnkco.csv,1.74,0.0,0.0,1.64,0.0,0.0,0.0,0.0,0.6,0.3,0.51,0.0,0.0,0.41,0.29,0.8,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
Ih1t2rUnkco.csv,0.0,0.0,0.0,0.67,0.0,0.55,0.0,0.0,0.0,0.37,2.48,0.0,0.0,1.4,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
ihMWflAISbg.csv,1.11,1.4,0.89,1.28,0.03,0.0,0.0,0.0,0.0,0.22,0.22,0.0,0.0,0.0,2.7,1.21,0.03,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
II7li4s-X6M.csv,0.0,0.0,0.0,0.0,1.41,2.99,1.72,2.55,2.47,2.89,0.87,1.01,0.0,0.96,0.65,0.0,1.85,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
II7li4s-X6M.csv,1.01,0.17,0.97,0.72,1.44,1.41,1.74,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
II7li4s-X6M.csv,0.0,0.0,0.19,0.0,0.92,0.65,0.9,0.0,0.39,1.07,0.04,1.54,0.84,0.66,0.0,0.0,0.84,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
II7li4s-X6M.csv,0.0,0.0,0.0,0.0,1.26,1.83,0.78,0.51,1.5,0.79,0.0,0.0,0.32,0.0,1.04,0.0,0.67,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
II7li4s-X6M.csv,0.91,0.0,1.25,0.27,1.04,2.27,0.0,1.17,1.18,0.74,0.0,0.64,0.0,0.21,1.1,0.0,0.2,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
II7li4s-X6M.csv,0.23,0.0,0.0,0.41,1.03,0.62,0.0,0.4,0.52,0.0,0.0,0.0,0.45,0.0,0.72,0.0,0.54,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
II7li4s-X6M.csv,0.18,0.0,0.54,0.07,0.94,0.0,0.0,0.61,1.16,1.14,0.16,0.63,0.0,0.0,0.37,0.0,0.02,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
II7li4s-X6M.csv,1.0,0.0,0.63,1.12,0.0,0.45,0.0,0.0,0.39,0.45,0.0,0.0,1.72,0.78,0.0,0.0,0.01,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Ii8TOPWoE8E.csv,0.0,0.0,0.77,0.0,2.96,3.1,2.06,3.28,3.6,2.51,0.0,0.0,0.73,0.15,3.77,0.61,1.4,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
Ii8TOPWoE8E.csv,1.97,1.52,0.0,0.0,1.1,0.09,0.0,0.55,1.44,0.22,0.38,1.3,0.55,0.0,0.29,0.0,0.2,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Ii8TOPWoE8E.csv,1.5,2.65,0.3,0.38,0.12,1.26,0.0,0.0,0.55,0.0,0.4,0.15,1.35,0.0,1.95,1.34,0.55,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
iI8upcCsuK0.csv,0.55,0.0,0.0,0.87,2.52,0.19,0.19,1.61,3.02,1.57,0.65,0.0,0.39,0.0,3.44,0.1,0.55,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Iiqd7FdWrTE.csv,0.0,0.0,0.0,0.0,2.96,3.17,0.0,2.02,2.89,1.03,0.0,0.0,0.0,0.0,2.57,0.09,0.24,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
Iiqd7FdWrTE.csv,0.63,0.6,0.0,0.15,0.15,1.92,0.15,0.0,1.47,1.03,0.48,0.0,0.0,0.54,0.79,0.24,0.4,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
iiT5AP7KVSY.csv,0.43,0.0,0.21,0.0,0.0,0.91,0.03,0.0,0.18,0.0,0.27,0.0,0.6,0.0,1.48,0.0,1.24,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
iiT5AP7KVSY.csv,2.17,0.46,0.23,2.49,0.44,0.0,0.0,5.0,0.17,0.76,1.5,1.12,3.44,0.0,1.37,0.0,0.51,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
IiXAxFQaF8w.csv,1.26,0.13,2.41,0.12,0.65,2.4,0.82,1.0,0.0,0.0,2.02,1.1,0.0,0.0,1.82,3.11,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
ijQREsw3ZQw.csv,0.76,0.6,0.0,0.0,0.86,0.91,0.02,0.89,0.72,0.33,0.77,0.0,0.28,0.0,1.11,0.29,0.64,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
ijX7huzRkUI.csv,0.0,0.0,0.09,0.88,0.0,0.0,1.07,0.55,0.61,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Ikp2D9egVn8.csv,0.42,0.0,0.0,0.0,0.79,2.25,1.23,0.26,0.64,0.31,0.14,0.99,0.0,0.65,0.54,0.56,0.58,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
Ikp2D9egVn8.csv,1.09,0.0,0.0,0.0,0.0,0.84,0.0,0.0,0.67,0.0,1.55,0.0,0.0,0.0,0.64,0.0,0.37,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
IKTEQo1Pzwk.csv,0.01,0.0,1.29,0.0,0.0,0.52,0.21,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.95,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
IKTEQo1Pzwk.csv,0.74,0.0,0.0,0.4,1.28,1.71,1.27,0.55,0.95,0.34,0.23,1.32,0.3,0.0,0.0,0.0,0.37,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0
IKTEQo1Pzwk.csv,1.46,0.46,0.0,0.0,0.6,0.0,1.06,0.0,0.71,0.03,2.33,2.56,0.0,1.17,0.0,1.25,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
IKTEQo1Pzwk.csv,0.2,0.0,0.07,0.0,1.17,0.61,1.4,0.46,1.39,0.0,0.18,0.0,0.56,0.0,0.97,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
IKTEQo1Pzwk.csv,1.77,0.0,0.0,0.03,1.19,2.26,0.0,0.51,1.42,0.07,0.47,0.0,0.0,0.0,0.93,2.43,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
IKwx0fGn4OE.csv,2.44,2.57,0.26,1.03,0.64,0.0,0.0,0.0,0.66,0.68,0.75,0.56,0.69,0.0,0.65,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
IlE8qPRDuug.csv,0.0,0.45,0.0,0.0,0.0,0.5,0.0,0.0,0.85,1.32,0.25,0.0,0.0,0.0,0.6,1.23,2.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
IlE8qPRDuug.csv,1.85,1.01,0.0,0.23,0.0,1.19,0.0,0.0,0.0,0.0,1.94,0.93,1.53,0.9,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
iLpj6qUqHyM.csv,0.63,0.35,0.0,0.0,1.85,1.36,0.22,1.78,1.8,0.66,0.21,0.0,0.81,0.0,2.73,0.17,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
ILZ4l2JNCxE.csv,0.56,0.0,1.24,0.63,0.0,0.0,0.12,1.21,0.47,0.0,0.54,0.47,1.11,0.0,0.26,1.16,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
ILZ4l2JNCxE.csv,0.0,0.0,0.0,0.26,0.0,1.37,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.1,0.37,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
ILZ4l2JNCxE.csv,0.0,0.0,0.06,0.0,2.02,1.25,0.03,1.4,3.51,0.87,0.0,0.0,0.3,0.76,2.78,0.88,0.76,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
ILZ4l2JNCxE.csv,1.2,0.0,1.38,0.54,0.24,0.0,0.44,1.59,1.04,0.0,0.79,0.0,0.21,0.0,0.91,0.22,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
ILZ4l2JNCxE.csv,0.12,0.58,0.0,0.21,0.0,0.0,0.0,0.02,0.43,0.21,0.0,0.0,0.31,0.0,0.15,1.32,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
ILZ4l2JNCxE.csv,0.0,0.0,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.18,0.0,0.0,0.71,0.0,0.0,0.1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0
ILZ4l2JNCxE.csv,0.14,0.05,0.0,2.04,0.0,0.0,0.0,0.0,0.15,0.36,0.0,0.0,0.83,0.0,0.44,0.58,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
ILZ4l2JNCxE.csv,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.57,0.0,0.0,0.0,0.0,0.82,0.33,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
iNALxHVieYg.csv,0.06,0.22,0.0,0.0,1.92,2.49,0.23,1.55,2.72,0.84,0.0,0.0,0.0,0.0,2.25,0.18,0.58,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
